Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
UA,247,LAS,DEN,3,792,114,0
AA,481,DEN,DFW,3,795,115,0
MQ,3003,DEN,LAX,3,795,150,0
US,488,PHX,DEN,3,795,109,0
WN,1594,RNO,DEN,3,795,130,1
OO,6541,BIS,DEN,3,798,102,0
F9,428,DEN,ATL,3,800,168,0
F9,777,DEN,LAS,3,800,112,0
UA,138,DEN,LGA,3,800,219,1
WN,2353,DEN,MCO,3,800,210,1
OO,6242,OMA,DEN,3,801,96,1
DL,2108,DEN,MSP,3,802,115,0
OO,6632,SGF,DEN,3,803,131,1
UA,408,SNA,DEN,3,804,139,0
F9,499,DEN,CAK,3,805,162,1
OO,6626,PSP,DEN,3,805,122,1
WN,1980,DEN,LAX,3,805,155,1
OO,6718,XNA,DEN,3,806,123,0
OO,6726,JAC,DEN,3,806,74,1
DL,1409,MSP,DEN,3,810,129,0
OO,6554,DEN,FAR,3,810,107,1
OO,6594,DEN,PIT,3,810,175,1
UA,758,DEN,ICT,3,810,82,0
WN,1057,LAS,DEN,3,810,115,0
WN,1071,DEN,SNA,3,810,150,1
OO,6937,DRO,DEN,3,811,60,0
EV,5005,MEM,DEN,3,815,155,1
OO,6534,IDA,DEN,3,815,89,0
WN,1657,DEN,SLC,3,815,90,1
OO,6603,DEN,ABQ,3,816,74,1
UA,212,GEG,DEN,3,816,129,1
UA,523,FSD,DEN,3,817,108,0
UA,735,OKC,DEN,3,818,106,0
OO,6649,DEN,RKS,3,820,76,0
UA,406,BIL,DEN,3,822,92,0
OO,6927,HLN,DEN,3,823,107,1
OO,6615,GTF,DEN,3,824,112,0
OO,6981,TUS,DEN,3,824,110,0
UA,160,DEN,OMA,3,824,88,0
UA,733,DEN,SFO,3,824,165,0
AA,1073,DFW,DEN,3,825,120,1
DL,1956,DEN,CVG,3,825,150,0
F9,727,DCA,DEN,3,825,237,0
OO,6563,ASE,DEN,3,825,45,1
WN,47,DEN,OKC,3,825,85,1
OO,6765,BZN,DEN,3,826,104,0
UA,452,DEN,IAD,3,826,198,0
F9,826,MCI,DEN,3,830,105,0
OO,4604,SLC,DEN,3,830,83,0
UA,781,DEN,LAX,3,830,152,1
UA,940,DEN,ORD,3,830,149,1
UA,133,DEN,DFW,3,831,113,1
OO,6590,MEM,DEN,3,832,169,0
OO,6728,BOI,DEN,3,832,108,0
UA,367,DEN,BOI,3,834,121,0
WN,3421,DEN,SFO,3,835,165,1
OO,6484,ATW,DEN,3,837,165,0
OO,6611,PHX,DEN,3,837,102,0
DL,1817,ATL,DEN,3,840,200,1
OO,6945,DEN,OKC,3,840,89,1
WN,370,DEN,PHL,3,840,220,1
WN,958,DEN,TUL,3,840,90,1
OO,6578,DEN,BIS,3,842,94,0
OO,6971,DEN,TUS,3,842,118,0
OO,6951,DEN,FSD,3,843,82,0
OO,6988,COS,DEN,3,844,40,1
WN,354,DEN,AUS,3,845,125,1
F9,135,DFW,DEN,3,847,120,0
OO,6999,MAF,DEN,3,848,118,0
WN,1383,DEN,IND,3,850,140,1
WN,856,HOU,DEN,3,850,150,1
F9,107,MSP,DEN,3,851,124,0
CO,599,IAH,DEN,3,855,149,1
F9,234,DEN,BNA,3,855,145,0
OO,6610,DEN,GJT,3,855,53,0
OO,6719,DEN,MSO,3,855,126,1
WN,546,DEN,SEA,3,855,185,1
OO,6616,DEN,DRO,3,857,62,0
OO,6856,DEN,CMH,3,859,156,1
CO,498,DEN,IAH,3,860,138,0
DL,1609,MSP,DEN,3,860,123,0
OO,6663,EUG,DEN,3,861,145,0
UA,748,LAX,DEN,3,861,141,0
UA,356,SEA,DEN,3,863,157,0
AA,1970,DEN,DFW,3,865,115,1
F9,371,MKE,DEN,3,865,155,0
WN,705,DEN,OMA,3,865,80,1
OO,6376,DEN,RAP,3,868,62,1
OO,6570,HSV,DEN,3,869,178,0
MQ,3765,DEN,ORD,3,870,150,1
OO,6639,DEN,BZN,3,870,109,0
WN,1022,BWI,DEN,3,870,255,1
WN,518,DEN,MCI,3,870,90,1
WN,59,PHX,DEN,3,870,110,1
FL,301,ATL,DEN,3,871,214,1
OO,6579,DEN,ASE,3,871,44,1
OO,6675,FAT,DEN,3,872,134,1
FL,641,DEN,MKE,3,873,145,0
UA,779,BOS,DEN,3,874,287,1
OO,6614,PSC,DEN,3,875,131,1
WN,759,DEN,MDW,3,875,135,1
UA,448,SMF,DEN,3,876,144,1
OO,6696,DEN,MTJ,3,877,55,0
UA,572,PDX,DEN,3,877,150,0
OO,6643,RAP,DEN,3,879,77,1
AA,789,ORD,DEN,3,880,155,1
F9,217,AUS,DEN,3,880,130,0
F9,231,BNA,DEN,3,880,173,0
OO,4511,DEN,SLC,3,880,89,0
OO,6762,SBA,DEN,3,880,142,0
UA,503,DEN,LAS,3,880,123,0
WN,2004,DEN,LAX,3,880,155,1
WN,2383,MCO,DEN,3,880,260,1
UA,716,ONT,DEN,3,882,132,0
UA,168,SJC,DEN,3,884,153,1
UA,453,BWI,DEN,3,884,249,0
CO,728,EWR,DEN,3,885,266,1
UA,726,OAK,DEN,3,885,149,0
WN,1624,SEA,DEN,3,885,160,1
UA,745,LGA,DEN,3,888,276,1
F9,652,SFO,DEN,3,890,147,0
OO,6956,RNO,DEN,3,890,134,0
WN,3311,DEN,BNA,3,890,145,1
UA,923,IAD,DEN,3,892,242,0
F9,834,SEA,DEN,3,893,152,1
UA,354,SAN,DEN,3,894,141,0
F9,608,DEN,IND,3,895,139,0
UA,630,MSY,DEN,3,899,180,1
F9,226,DEN,MDW,3,900,135,0
F9,261,SNA,DEN,3,900,136,0
F9,575,DEN,SLC,3,900,83,0
OO,6628,BHM,DEN,3,900,190,0
US,495,DEN,PHX,3,900,112,0
WN,3503,MDW,DEN,3,900,165,1
WN,660,SLC,DEN,3,900,85,1
F9,387,FLL,DEN,3,902,264,1
UA,720,SFO,DEN,3,902,153,1
F9,796,PDX,DEN,3,904,143,1
F9,290,DEN,STL,3,905,115,0
F9,374,DEN,MKE,3,905,132,0
WN,1065,DEN,LAS,3,905,115,1
OO,6257,DEN,BOI,3,906,122,0
OO,6533,DEN,IDA,3,906,98,0
OO,6859,DEN,PDX,3,906,178,0
OO,6865,MLI,DEN,3,906,140,0
OO,7043,DEN,COS,3,906,33,0
F9,564,SAN,DEN,3,908,135,0
F9,144,DEN,HOU,3,910,139,0
UA,375,IAH,DEN,3,910,156,0
UA,909,ORD,DEN,3,910,170,1
WN,189,DEN,PHX,3,910,115,1
WN,2549,LAX,DEN,3,910,135,1
WN,587,LAS,DEN,3,910,110,1
F9,414,LAX,DEN,3,912,135,0
OO,6507,DEN,SJC,3,914,156,1
OO,6560,DEN,GEG,3,914,146,1
F9,218,DEN,AUS,3,915,121,0
F9,516,DEN,LGA,3,915,220,1
OO,6627,DEN,PSP,3,915,134,0
OO,6968,DEN,TUS,3,915,118,0
UA,230,LAS,DEN,3,915,117,0
WN,115,DEN,SLC,3,915,90,1
WN,1846,ONT,DEN,3,915,130,1
WN,2439,GEG,DEN,3,915,130,0
OO,6697,DEN,JAC,3,917,84,1
OO,6304,DEN,BIL,3,919,86,0
OO,6938,BUR,DEN,3,919,141,1
DL,1908,DEN,MSP,3,920,119,0
OO,4816,SLC,DEN,3,920,88,0
UA,523,DEN,PHX,3,920,117,0
OO,7027,DEN,SLC,3,921,85,1
OO,6882,DEN,SMF,3,922,151,0
UA,85,DEN,LAX,3,922,151,1
OO,6251,MSN,DEN,3,924,151,0
UA,405,DEN,SNA,3,924,147,0
OO,6603,ABQ,DEN,3,925,76,0
OO,6760,DEN,PSC,3,925,152,0
WN,196,DEN,STL,3,925,120,1
UA,215,MCO,DEN,3,926,249,1
AA,2010,DEN,DFW,3,930,115,1
AA,2583,DFW,DEN,3,930,125,1
OO,6599,DEN,SEA,3,930,176,0
UA,735,DEN,SFO,3,930,165,0
F9,770,LAS,DEN,3,933,111,0
OO,6610,GJT,DEN,3,934,52,0
OO,6858,DEN,SAN,3,934,137,1
OO,6649,RKS,DEN,3,935,70,0
OO,6875,DEN,MSN,3,935,127,0
OO,6486,DEN,CPR,3,936,56,0
OO,6622,DEN,GJT,3,936,53,0
OO,6950,DEN,FSD,3,936,85,0
F9,858,PHX,DEN,3,938,107,1
UA,962,CMH,DEN,3,938,202,0
EV,5422,DEN,MEM,3,940,130,1
F9,843,MDW,DEN,3,940,157,0
OO,6916,DEN,ABQ,3,940,70,0
WN,993,PHX,DEN,3,940,105,1
F9,630,DEN,MSN,3,942,119,0
UA,723,DFW,DEN,3,942,128,1
UA,976,DEN,IAD,3,944,201,1
AA,521,MIA,DEN,3,945,265,0
OO,6616,DRO,DEN,3,945,60,0
WN,300,DEN,MSP,3,945,120,1
OO,6425,SAT,DEN,3,946,131,0
F9,100,DEN,MSP,3,947,113,1
OO,6579,ASE,DEN,3,947,48,0
OO,6871,MOT,DEN,3,948,97,1
F9,145,HOU,DEN,3,949,141,0
MQ,3045,DEN,LAX,3,950,150,1
OO,6479,PIT,DEN,3,950,229,0
UA,717,DEN,LAS,3,950,121,0
WN,3588,SAN,DEN,3,950,140,1
OO,6758,DEN,AUS,3,954,126,1
UA,329,DSM,DEN,3,954,125,0
DL,1311,DTW,DEN,3,955,194,0
F9,138,DEN,DFW,3,955,108,0
MQ,3012,LAX,DEN,3,955,145,0
MQ,3766,ORD,DEN,3,955,155,1
OO,4618,DEN,SLC,3,955,89,0
UA,938,DEN,ORD,3,955,144,0
US,490,PHX,DEN,3,955,105,0
OO,6376,RAP,DEN,3,956,72,1
DL,2016,DEN,ATL,3,960,173,1
OO,6262,DEN,LNK,3,960,78,0
WN,372,STL,DEN,3,960,150,0
WN,411,SFO,DEN,3,960,150,1
OO,6696,MTJ,DEN,3,961,54,0
UA,318,SFO,DEN,3,962,153,0
OO,6492,LIT,DEN,3,963,145,1
OO,6501,DEN,LIT,3,963,116,1
OO,6294,DEN,DRO,3,964,62,1
UA,829,TUL,DEN,3,964,116,0
OO,7043,COS,DEN,3,965,40,1
WN,591,IAD,DEN,3,965,240,1
WN,671,MDW,DEN,3,965,165,1
WN,856,DEN,SFO,3,965,165,1
DL,1410,DEN,DTW,3,966,169,0
F9,421,ATL,DEN,3,966,204,1
UA,948,LAX,DEN,3,966,144,0
OO,6823,DEN,CID,3,968,109,0
OO,6597,AUS,DEN,3,969,144,0
OO,6621,DEN,MLI,3,969,113,1
F9,799,DAY,DEN,3,970,184,1
OO,6993,DEN,RAP,3,970,62,0
US,306,DEN,CLT,3,970,182,0
UA,701,MCI,DEN,3,972,118,0
F9,626,DTW,DEN,3,974,191,0
OO,6459,DEN,DFW,3,974,111,0
OO,6877,DEN,SGF,3,974,97,0
DL,1317,ATL,DEN,3,975,203,1
OO,6441,DAY,DEN,3,978,186,0
UA,903,IAD,DEN,3,980,239,1
WN,368,DEN,OAK,3,980,165,1
WN,827,ABQ,DEN,3,980,80,1
OO,6717,DTW,DEN,3,984,200,1
UA,406,DEN,LGA,3,984,215,1
WN,1533,DEN,ABQ,3,985,70,1
WN,838,MCI,DEN,3,985,115,1
WN,962,MSP,DEN,3,985,135,1
OO,6928,DEN,FAR,3,986,107,1
OO,6971,TUS,DEN,3,986,110,1
OO,6996,CVG,DEN,3,986,194,0
F9,619,IND,DEN,3,988,167,1
F9,360,DEN,TPA,3,990,196,0
F9,720,DEN,DCA,3,990,193,1
WN,429,DEN,MDW,3,990,145,1
WN,925,TUS,DEN,3,990,115,1
UA,407,ICT,DEN,3,992,95,0
F9,363,SDF,DEN,3,993,175,1
UA,377,PHX,DEN,3,994,110,1
WN,1185,DEN,BWI,3,995,200,0
WN,804,BOI,DEN,3,995,110,1
UA,342,DEN,BOS,3,996,224,1
OO,7020,PSP,DEN,3,997,123,1
F9,371,DEN,LAX,3,1000,142,1
F9,793,DEN,PDX,3,1000,166,1
OO,6554,FAR,DEN,3,1003,122,1
UA,338,BOI,DEN,3,1003,111,0
F9,787,DEN,LAS,3,1005,114,0
WN,2254,OAK,DEN,3,1005,140,0
OO,6639,BZN,DEN,3,1006,104,0
UA,416,SLC,DEN,3,1006,86,0
OO,6719,MSO,DEN,3,1007,119,1
CO,1098,DEN,IAH,3,1008,137,1
WN,59,DEN,AMA,3,1010,70,1
UA,595,OMA,DEN,3,1012,104,1
OO,6622,GJT,DEN,3,1015,57,0
WN,1057,DEN,HOU,3,1015,140,1
OO,6556,DEN,TUL,3,1016,89,0
F9,671,MCO,DEN,3,1017,239,0
OO,4704,SLC,DEN,3,1017,83,1
OO,6361,DEN,COS,3,1017,33,0
OO,6699,DEN,ELP,3,1017,102,0
OO,6951,FSD,DEN,3,1017,102,0
F9,449,PHL,DEN,3,1018,252,1
OO,6665,COS,DEN,3,1019,40,0
OO,6945,OKC,DEN,3,1019,99,1
CO,228,EWR,DEN,3,1020,270,1
UA,941,ORD,DEN,3,1020,159,1
WN,1167,DEN,TPA,3,1020,205,1
WN,1594,DEN,BOS,3,1020,225,1
WN,174,DEN,FLL,3,1020,230,1
WN,660,DEN,MCO,3,1020,210,1
WN,778,DEN,RDU,3,1020,195,1
WN,899,DEN,BDL,3,1020,225,1
OO,6486,CPR,DEN,3,1021,55,0
OO,6578,BIS,DEN,3,1022,102,0
DL,2009,MSP,DEN,3,1025,126,0
F9,580,SLC,DEN,3,1025,85,0
UA,742,SEA,DEN,3,1025,160,0
UA,525,EWR,DEN,3,1027,268,1
AA,580,DEN,ORD,3,1030,145,0
OO,6533,IDA,DEN,3,1030,89,0
WN,1013,AMA,DEN,3,1030,80,1
WN,2961,MCO,DEN,3,1030,255,0
OO,6304,BIL,DEN,3,1031,92,0
OO,6697,JAC,DEN,3,1032,73,1
UA,271,PHL,DEN,3,1032,263,1
OO,6605,DEN,BIS,3,1035,94,0
WN,1022,DEN,LAS,3,1035,115,1
F9,351,PHF,DEN,3,1038,233,0
AA,1028,DEN,DFW,3,1040,120,0
OO,4526,DEN,SLC,3,1040,90,0
WN,403,DEN,MCI,3,1040,95,1
UA,663,DCA,DEN,3,1044,246,0
DL,1417,ATL,DEN,3,1045,204,1
OO,6574,DEN,OKC,3,1045,89,1
OO,6916,ABQ,DEN,3,1045,74,0
UA,254,DEN,ORD,3,1045,144,1
WN,2010,MDW,DEN,3,1045,165,1
WN,2887,SNA,DEN,3,1045,135,0
OO,6507,SJC,DEN,3,1046,146,1
OO,6858,SAN,DEN,3,1046,134,1
OO,6882,SMF,DEN,3,1048,134,0
UA,218,SNA,DEN,3,1049,138,0
AA,2438,DFW,DEN,3,1050,125,0
CO,59,IAH,DEN,3,1050,153,1
F9,511,LGA,DEN,3,1050,270,1
OO,6636,DEN,CLE,3,1050,165,1
UA,937,IAD,DEN,3,1050,240,1
WN,2383,DEN,SAN,3,1050,150,1
OO,6456,DEN,ICT,3,1051,79,0
OO,6859,PDX,DEN,3,1052,149,1
UA,466,SFO,DEN,3,1053,147,0
AS,673,DEN,SEA,3,1055,177,0
UA,212,DEN,IAH,3,1055,143,1
UA,408,DEN,MCO,3,1055,212,0
WN,818,TPA,DEN,3,1055,250,1
UA,336,DEN,DSM,3,1057,99,1
OO,6294,DRO,DEN,3,1059,63,0
OO,6993,RAP,DEN,3,1059,67,0
OO,6954,DEN,SLC,3,1060,88,1
UA,235,DEN,LAX,3,1060,155,1
UA,828,DEN,EWR,3,1060,226,1
WN,420,AUS,DEN,3,1060,145,1
UA,340,DEN,PHL,3,1062,213,0
OO,6307,DEN,DTW,3,1063,162,0
OO,6926,DEN,ATL,3,1064,164,0
UA,409,LGA,DEN,3,1065,272,1
UA,652,LAS,DEN,3,1065,118,0
UA,295,DEN,BWI,3,1068,198,0
F9,359,TPA,DEN,3,1069,232,0
DL,2008,DEN,MSP,3,1070,117,0
F9,376,DEN,MKE,3,1070,133,1
WN,2463,SJC,DEN,3,1070,145,0
WN,895,BNA,DEN,3,1070,185,1
UA,593,BOS,DEN,3,1071,289,1
UA,737,DEN,SFO,3,1071,164,1
UA,247,DEN,MCI,3,1072,103,0
UA,753,DEN,LGA,3,1072,217,1
UA,317,DEN,IAD,3,1073,201,0
OO,7017,DEN,COS,3,1074,33,0
UA,630,DEN,LAS,3,1074,122,1
WN,1013,DEN,MDW,3,1075,135,1
WN,1108,FLL,DEN,3,1075,280,1
WN,1252,SAT,DEN,3,1075,145,1
WN,2278,MSY,DEN,3,1075,180,1
WN,838,DEN,PHX,3,1075,120,1
WN,993,DEN,IAD,3,1075,185,1
UA,706,PHX,DEN,3,1077,111,0
UA,423,MCO,DEN,3,1079,249,0
OO,6686,COS,DEN,3,1080,46,0
US,485,PHL,DEN,3,1080,265,0
WN,1163,OKC,DEN,3,1080,100,1
WN,3509,DEN,PHL,3,1080,210,1
UA,498,DEN,DFW,3,1082,119,0
F9,268,DEN,SNA,3,1085,143,0
MQ,3773,DEN,ORD,3,1085,135,1
WN,962,DEN,SLC,3,1085,90,1
F9,859,DEN,PHX,3,1086,111,1
F9,551,DEN,SAN,3,1088,141,1
F9,411,DEN,LAX,3,1090,147,1
F9,799,DEN,PDX,3,1090,165,0
F9,843,DEN,SEA,3,1090,177,0
WN,827,DEN,TUL,3,1090,90,1
F9,725,DCA,DEN,3,1095,239,0
F9,773,DEN,LAS,3,1095,118,0
OO,6351,DEN,RDM,3,1095,156,0
US,489,CLT,DEN,3,1095,235,0
WN,549,BOS,DEN,3,1095,300,1
WN,671,DEN,LAX,3,1095,160,1
OO,6999,DEN,BFL,3,1096,152,0
F9,788,LAS,DEN,3,1099,110,0
US,491,DEN,PHX,3,1100,117,0
WN,1514,LAX,DEN,3,1100,135,1
OO,6665,DEN,EUG,3,1101,171,1
OO,6677,DEN,FAT,3,1102,147,1
OO,6709,DEN,MRY,3,1102,160,0
WN,587,DEN,BWI,3,1105,200,1
WN,829,LAS,DEN,3,1105,115,1
OO,6906,DEN,BUR,3,1106,148,1
UA,364,LAX,DEN,3,1106,141,0
OO,6467,DEN,MFR,3,1107,170,0
OO,6565,DEN,TUS,3,1107,118,0
CO,529,DEN,EWR,3,1110,215,1
DL,167,JFK,DEN,3,1110,286,1
F9,235,BNA,DEN,3,1110,173,0
WN,2545,PHL,DEN,3,1110,275,1
WN,767,SMF,DEN,3,1110,140,1
OO,6468,MKE,DEN,3,1111,170,1
OO,6641,DEN,GJT,3,1112,53,1
UA,453,DEN,BOI,3,1112,126,0
OO,6865,DEN,FCA,3,1114,138,0
OO,6891,DEN,MSO,3,1114,126,1
AA,2513,DFW,DEN,3,1115,125,0
UA,387,MSP,DEN,3,1115,133,0
UA,465,TPA,DEN,3,1115,246,0
WN,2027,DTW,DEN,3,1115,200,1
WN,591,DEN,LAS,3,1115,120,1
OO,6425,DEN,BZN,3,1116,109,0
OO,6629,DEN,SBA,3,1116,151,0
OO,6683,DEN,SLC,3,1116,96,0
UA,375,DEN,SMF,3,1116,158,1
UA,9,BWI,DEN,3,1118,247,1
OO,6717,DEN,PSP,3,1119,135,0
WN,1943,MSP,DEN,3,1120,135,1
WN,742,SLC,DEN,3,1120,80,1
UA,779,DEN,LAS,3,1124,121,0
F9,287,STL,DEN,3,1125,144,0
F9,412,LAX,DEN,3,1125,131,0
MQ,3029,LAX,DEN,3,1125,140,0
UA,125,IAD,DEN,3,1125,240,0
UA,745,DEN,PDX,3,1125,177,0
F9,532,MDW,DEN,3,1130,157,0
WN,283,STL,DEN,3,1130,150,0
WN,864,BWI,DEN,3,1130,255,1
UA,595,DEN,SFO,3,1134,168,1
AS,678,SEA,DEN,3,1135,154,0
DL,1808,DEN,MSP,3,1135,120,0
F9,427,ATL,DEN,3,1135,210,0
F9,498,CAK,DEN,3,1135,199,1
WN,1503,IND,DEN,3,1135,180,1
F9,219,AUS,DEN,3,1136,133,0
OO,7017,COS,DEN,3,1137,41,0
UA,390,IAH,DEN,3,1137,162,0
OO,6594,PIT,DEN,3,1138,229,0
F9,373,MKE,DEN,3,1139,153,1
WN,1624,DEN,OMA,3,1140,80,0
WN,1846,DEN,BNA,3,1140,150,1
WN,2439,DEN,DTW,3,1140,175,1
WN,2549,DEN,IND,3,1140,145,1
WN,804,DEN,MCI,3,1140,95,1
WN,925,DEN,MSP,3,1140,120,1
WN,931,MCI,DEN,3,1140,115,0
OO,6281,CLE,DEN,3,1142,206,1
OO,6910,BOI,DEN,3,1142,108,1
OO,6225,DSM,DEN,3,1143,114,1
UA,253,ORD,DEN,3,1144,161,1
UA,283,DEN,GEG,3,1144,152,0
F9,426,DEN,ATL,3,1145,164,0
F9,491,DEN,CAK,3,1145,166,0
OO,6577,DEN,COS,3,1145,35,0
UA,21,DEN,OAK,3,1145,168,0
UA,407,DEN,SEA,3,1145,183,0
UA,765,DEN,LAX,3,1145,165,0
WN,1202,MDW,DEN,3,1145,170,1
WN,1337,DEN,MSY,3,1145,155,1
F9,798,PDX,DEN,3,1146,138,0
UA,482,SFO,DEN,3,1146,146,0
OO,6699,ELP,DEN,3,1149,108,0
UA,296,DEN,RNO,3,1149,145,0
F9,147,HOU,DEN,3,1150,145,0
F9,197,DEN,DAY,3,1150,152,0
F9,612,DEN,IND,3,1150,140,0
F9,817,DEN,MCI,3,1150,93,0
F9,834,DEN,DTW,3,1150,162,1
OO,6875,MSN,DEN,3,1150,157,1
UA,939,DEN,SAN,3,1150,147,0
UA,962,DEN,SNA,3,1150,151,0
OO,6561,FSD,DEN,3,1151,103,1
UA,599,DEN,ONT,3,1152,145,0
UA,329,DEN,PHX,3,1154,119,0
OO,4442,DEN,SLC,3,1155,89,1
WN,1599,HOU,DEN,3,1155,155,1
WN,738,OMA,DEN,3,1155,100,1
F9,631,MSN,DEN,3,1156,144,0
OO,6714,DEN,MEM,3,1157,134,0
UA,701,DEN,ABQ,3,1159,83,0
AA,2382,DEN,DFW,3,1160,110,0
F9,115,MSP,DEN,3,1160,126,1
OO,6868,ABQ,DEN,3,1160,76,0
OO,7040,DEN,GCC,3,1160,89,0
WN,2194,PDX,DEN,3,1160,145,1
OO,6877,SGF,DEN,3,1161,131,0
OO,6768,DEN,JAC,3,1162,88,0
F9,173,DFW,DEN,3,1163,119,0
OO,6680,CID,DEN,3,1163,133,0
OO,7042,DEN,SGF,3,1164,105,0
AA,867,ORD,DEN,3,1165,160,0
OO,6501,LIT,DEN,3,1165,145,0
OO,6707,DEN,ASE,3,1165,47,1
WN,2470,SAN,DEN,3,1165,140,0
WN,3047,PHX,DEN,3,1165,105,1
OO,6758,AUS,DEN,3,1166,141,0
UA,437,DEN,MSY,3,1166,156,0
UA,723,DEN,SJC,3,1166,165,0
UA,748,DEN,ICT,3,1166,82,0
OO,6856,CMH,DEN,3,1167,203,1
OO,6985,DEN,RAP,3,1167,70,0
OO,6711,DEN,PIA,3,1168,121,1
UA,815,OMA,DEN,3,1168,107,0
OO,6262,LNK,DEN,3,1169,89,0
OO,6492,DEN,COD,3,1169,81,1
OO,6637,MLI,DEN,3,1169,140,1
OO,6725,SAT,DEN,3,1170,136,0
OO,6956,DEN,HSV,3,1170,146,0
UA,70,DEN,IAD,3,1170,198,0
WN,2617,DEN,SAT,3,1170,130,1
WN,691,TUL,DEN,3,1170,105,1
OO,6729,DEN,XNA,3,1171,100,0
OO,6996,DEN,GUC,3,1172,46,0
OO,6929,DEN,DRO,3,1173,64,1
UA,356,DEN,SAT,3,1173,131,0
OO,6420,DEN,MAF,3,1174,96,0
OO,6954,SLC,DEN,3,1174,88,1
UA,256,DEN,ORD,3,1174,144,0
OO,6728,DEN,MKE,3,1175,143,0
OO,6963,DEN,MOT,3,1175,102,0
WN,2010,DEN,SJC,3,1175,165,1
WN,3588,DEN,MDW,3,1175,135,1
OO,6459,DFW,DEN,3,1179,122,0
MQ,3013,DEN,LAX,3,1185,155,0
OO,6704,DEN,LNK,3,1185,78,0
WN,1252,DEN,SMF,3,1185,165,1
OO,6928,FAR,DEN,3,1187,122,1
UA,505,MCI,DEN,3,1190,115,1
US,493,PHX,DEN,3,1190,110,0
OO,6641,GJT,DEN,3,1192,54,1
F9,108,DEN,MSP,3,1195,110,1
F9,609,IND,DEN,3,1195,165,0
F9,780,LAS,DEN,3,1195,105,0
OO,6556,TUL,DEN,3,1195,110,0
WN,2961,DEN,PDX,3,1195,180,0
WN,411,DEN,AUS,3,1195,125,1
UA,462,LAX,DEN,3,1205,135,0
UA,959,ORD,DEN,3,1205,161,0
F9,269,SNA,DEN,3,1208,127,0
F9,552,SAN,DEN,3,1210,130,0
OO,4870,SLC,DEN,3,1210,83,1
WN,916,DEN,HOU,3,1210,140,1
OO,6605,BIS,DEN,3,1215,102,0
OO,7020,DEN,COS,3,1215,35,0
OO,6456,ICT,DEN,3,1216,94,0
F9,402,LAX,DEN,3,1220,131,0
UA,572,DEN,OMA,3,1220,89,1
WN,2290,LAS,DEN,3,1220,110,1
WN,905,DEN,OKC,3,1220,85,1
OO,6855,DEN,LIT,3,1221,116,1
UA,230,DEN,DSM,3,1223,106,1
OO,6869,DEN,GJT,3,1224,53,1
WN,742,DEN,STL,3,1225,120,1
UA,318,DEN,TUL,3,1228,97,0
UA,338,DEN,DFW,3,1228,119,0
UA,724,DEN,MCI,3,1228,102,0
UA,726,DEN,MSP,3,1228,121,0
US,497,CLT,DEN,3,1230,228,1
WN,1503,DEN,LAX,3,1230,155,1
WN,1943,DEN,TUS,3,1230,115,1
WN,2027,DEN,GEG,3,1230,150,1
WN,738,DEN,SEA,3,1230,190,1
WN,895,DEN,ONT,3,1230,140,1
WN,931,DEN,BOI,3,1230,125,1
OO,6393,DEN,FSD,3,1233,85,0
OO,6702,DEN,FAR,3,1233,111,0
AA,1808,MIA,DEN,3,1235,270,1
EV,4989,CVG,DEN,3,1235,186,1
WN,2254,DEN,MDW,3,1235,130,0
UA,377,DEN,OKC,3,1239,98,0
WN,283,DEN,SNA,3,1245,150,1
WN,691,DEN,PHX,3,1245,115,1
CO,299,IAH,DEN,3,1255,149,1
WN,625,PHX,DEN,3,1255,110,0
OO,6581,DEN,COS,3,1258,33,0
WN,1108,DEN,ABQ,3,1260,75,1
F9,511,DEN,SEA,3,1265,174,1
F9,173,DEN,TUS,3,1267,112,1
B6,97,JFK,DEN,3,1270,272,1
F9,266,DEN,SNA,3,1270,140,0
F9,589,DEN,SLC,3,1270,85,1
F9,725,DEN,SAN,3,1270,139,1
F9,797,DEN,PDX,3,1270,162,1
F9,861,DEN,PHX,3,1271,108,0
F9,419,DEN,LAX,3,1275,149,0
F9,667,DEN,SFO,3,1275,156,1
UA,593,DEN,SNA,3,1276,144,0
OO,6633,DEN,TUS,3,1280,114,1
F9,789,DEN,LAS,3,1285,113,0
OO,6353,DEN,RKS,3,1285,75,1
OO,6686,DEN,BIS,3,1285,94,0
OO,6538,DEN,IDA,3,1286,98,0
OO,7054,DEN,SLC,3,1289,91,0
OO,6737,DEN,FAT,3,1290,148,1
OO,6741,DEN,PSP,3,1290,134,0
UA,815,DEN,LAX,3,1290,159,1
WN,632,MDW,DEN,3,1290,165,1
OO,6725,DEN,PSC,3,1292,146,0
UA,467,DEN,SJC,3,1292,164,0
OO,6561,DEN,GTF,3,1293,118,0
OO,6922,DEN,MTJ,3,1294,56,0
UA,271,DEN,ONT,3,1294,145,0
OO,6924,DEN,HDN,3,1295,51,0
OO,6938,DEN,GJT,3,1296,52,0
UA,423,DEN,SFO,3,1296,166,0
OO,6680,DEN,ASE,3,1298,47,0
OO,6868,DEN,BOI,3,1299,122,0
UA,419,DEN,PDX,3,1299,177,0
UA,509,DEN,SEA,3,1299,183,0
UA,9,DEN,SAN,3,1299,147,1
AA,1069,DFW,DEN,3,1300,120,0
DL,2017,ATL,DEN,3,1300,218,0
OO,6357,DEN,EGE,3,1300,46,1
WN,2545,DEN,OAK,3,1300,165,1
WN,549,DEN,PHX,3,1300,120,1
